OrderID,LineID,OrderDate,ShipDate,CustomerName,ShipState,Region,SKU,ProductName,Category,Quantity,UnitPrice,UnitDiscount,UnitCOGS,Shipping,Tax,SalesChannel,PaymentMethod,OrderStatus
SO-2025-10587,588,08/21/2025,2025-08-25,Customer 587,NY,Northeast,SKU37,Product 37,Home & Kitchen,3,$34.4,$5.16,$13.77,$9.47,$6.19,Instagram,Visa,Cancelled
SO-2025-10588,589,06/03/2025,2025-06-06,Customer 588,NJ,South,SKU38,Product 38,Apparel,1,$23.93,$2.39,$10.59,$8.83,$1.44,Amazon,PayPal,Cancelled
SO-2025-10589,590,09/05/2025,2025-09-09,Customer 589,GA,South,SKU39,Product 39,Wellness,2,$66.27,$3.31,$35.52,$6.27,$7.95,Website,PayPal,Returned
SO-2025-10590,591,10/28/2025,2025-10-29,Customer 590,PA,Northeast,SKU40,Product 40,Wellness,4,$94.26,$0.0,$46.19,$2.2,$22.62,Amazon,Mastercard,Cancelled
SO-2025-10591,592,03/14/2025,2025-03-18,Customer 591,PA,Midwest,SKU41,Product 41,Pets,1,$65.55,$9.83,$35.04,$6.65,$3.93,Instagram,Visa,Returned
SO-2025-10592,593,11/26/2025,2025-11-29,Customer 592,CA,Midwest,SKU42,Product 42,Home & Kitchen,2,$76.85,$3.84,$32.16,$0.84,$9.22,Amazon,PayPal,Shipped
SO-2025-10593,594,09/28/2025,2025-10-01,Customer 593,IL,South,SKU43,Product 43,Wellness,4,$49.1,$0.0,$23.94,$5.89,$11.78,Website,PayPal,Cancelled
SO-2025-10594,595,09/30/2025,2025-10-01,Customer 594,PA,South,SKU44,Product 44,Pets,3,$67.39,$3.37,$36.4,$0.91,$12.13,Website,Visa,Shipped
SO-2025-10595,596,09/02/2025,2025-09-05,Customer 595,FL,Northeast,SKU45,Product 45,Apparel,3,$14.5,$2.17,$5.84,$3.56,$2.61,Amazon,Mastercard,Shipped
SO-2025-10596,597,03/10/2025,2025-03-12,Customer 596,NY,Northeast,SKU46,Product 46,Pets,3,$32.28,$4.84,$15.2,$7.33,$5.81,Instagram,PayPal,Cancelled
SO-2025-10597,598,11/10/2025,2025-11-13,Customer 597,OH,South,SKU47,Product 47,Wellness,1,$70.56,$3.53,$33.48,$8.38,$4.23,Website,Mastercard,Cancelled
SO-2025-10598,599,02/07/2025,2025-02-11,Customer 598,IL,Midwest,SKU48,Product 48,Home & Kitchen,3,$84.07,$8.41,$38.39,$2.0,$15.13,Instagram,Mastercard,Shipped
SO-2025-10599,600,12/24/2025,2025-12-27,Customer 599,WA,Northeast,SKU49,Product 49,Baby,1,$32.8,$3.28,$16.54,$7.71,$1.97,Website,PayPal,Shipped
